volume,image_number,head,entry,topic,xref,see,index,item,selection,full_image
Volume 2,60,,Treasure,Treasure,Money|1509 [Treasure],,treasure,#item-eadb118c2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/814,2508,3047,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Tree,Tree,1648 [Trees],,trees,#item-b309e8de8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/820,2930,2960,474/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Trinity,Trinity,639 [Trinity],,trinity,#item-7671343b9,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/805,3306,2987,532/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Trusting,Trusting,Distrust|resignation|719 [Confidence],,trusting,#item-43928140f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/837,3722,2903,485/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,60,,Truth,Truth,Falshood|Lie|1253 [Truth],,truth,#item-84ac84690,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/812,4101,2923,981/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg
Volume 2,61,,Turk,Turk,2053 [Turk],,turk,#item-aea4094df,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/271,246,3109,378/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Tyger,Tyger,,,tyger,#item-0187356dd,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/327,568,931,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Tyranny,Tyranny,Cruelty,,tyranny,#item-e932376fc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/301,651,3048,513/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Vagabonds,Vagabonds,Travelling|623 [Vagabond],,vagabonds,#item-f345db47e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/288,1058,3061,491/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Vanity,Vanity,Transitory|1659 [Vanitatis Triumphus],,vanity,#item-f07610be2,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/333,1462,3007,386/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Variety,Variety,hotchpotch|many men|unstableness,,variety,#item-971d9fe72,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,1785,2998,457/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Venom,Venom,1540 [Poisoning],,venom,#item-09994abd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/326,2195,2993,452/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Vertue,Vertue,1108 [Virtue],,vertue,#item-781179131,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/342,2588,2979,642/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Victory,Victory,784 [PAGE_MISSING],,victory,#item-b691fee42,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3156,2960,500/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Vinegar,Vinegar,1649 [Vinegar],,vinegar,#item-e74ef2a62,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/354,3632,2967,205/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,vine,vine,,,vine,#item-aa91ae3f0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/338,3787,2960,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Vineyard,Vineyard,973 [Grapes]|1990 [Vineyards],,vineyard,#item-fc758dd02,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/340,3871,2969,276/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Violet,Violet,,,violet,#item-233bfab9c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/351,4030,1059,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Virginity,Virginity,Celibate|Chastity|2008 [Virgins],,virginity,#item-d23541ad7,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/359,4209,2952,398/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Day of Visitation,Day of Visitation,1276 [Day of Visitation],,day of Visitn,#item-1cbb90b37,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/323,4529,2995,298/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,61,,Visit,Visit,1429 [Visit],,visitation,#item-85e05a08f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/307,4769,2995,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg
Volume 2,62,,Unanimity,Unanimity,Discord|312 [Unanimity],,unanimity,#item-d65d746e6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/830,239,2974,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unbelief,Unbelief,faith|2070 [unbelief],,unbelief,#item-4cd97847c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/846,572,2940,503/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unction,Unction,,,unction,#item-90e57c221,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/825,948,2946,440/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Understanding,Understanding,Knowledge|Learning|1693 [Understanding],,understanding,#item-fc6d5a61c,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/789,1235,2985,633/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unfruitfullness,Unfruitfullness,Barrenness,,unfruitful,#item-699585c8d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/815,1755,2943,497/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,University,University,Schoole|Professors|902 [University],,universities,#item-fb3f37194,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/793,2150,2973,491/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unknown,Unknown,Ignorance|1658 [Unknown],,unknown,#item-45f8ddbd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/819,2548,2928,488/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unmercifullness,Unmercifullness,Mercy|2251 [unmerciful],,unmerciful,#item-2e68f38de,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/792,2906,2955,625/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unprofitable,Unprofitable,Profit,,unprofitable,#item-b19ce7f25,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/794,3447,2943,437/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unstableness,Unstableness,Constancy|870 [Inconstancy]|Renouncing|Vagabonds|Transitory|Vanity|Nothing,,unstable,#item-0e6cfecca,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/810,3781,2928,522/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Unthankfull,Unthankfull,gratitude|347 [Unthankful],,unthankful,#item-400ddd2e0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/755,4242,2945,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,62,,Untimely,Untimely,Occasion,,untimely,#item-0e53a4bfe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/826,4589,2877,454/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg
Volume 2,63,,Unwilling,Unwilling,Stubborn|Willingness|782 [PAGE_MISSING],,unwilling,#item-cdfcb91fe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/318,237,3046,432/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Unworthy,Unworthy,Worthiness|933 [Unworthy],,unworthy,#item-3a0da1785,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/328,563,3031,459/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Voracity,Voracity,glutton|677 [Voracity],,voracity,#item-9e391e5e8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/306,954,3070,401/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Usury,Usury,862 [PAGE_MISSING],,usury,#item-c64fdb463,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/324,1286,3034,383/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Utility,Utility,Profit|Use,,utility,#item-c2d0a49aa,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/309,1624,3046,367/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,the Vulgar,the Vulgar,95 [a Vulgar Spirited man]|1136 [Vulgar],,the vulgar,#item-f749e0afc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/339,1947,3013,331/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Wager,Wager,,,wager,#item-a2ac02fee,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/363,2253,2981,401/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Want,Want,Necessity|Poverty|Impotency|1350 [Want],,want,#item-fb74e9d20,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,2575,2980,422/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,War,War,Souldier|Rebellion|488 [unlawfull for Xstians to wage war]|1204 [War],,war,#item-46da5ca45,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/338,2945,2986,749/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Wars miseries,Wars miseries,608 [Ruin]|1416 [Evils of war],,wars miseries,#item-05ccd66db,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/360,3661,2970,428/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Martial disciplines,Martial disciplines,Justitia Militaris,,martial discipline,#item-9098cec91,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/355,4010,2965,346/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Washing,Washing,Baptism|Purity|mouth,,washing,#item-1ad01851b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/330,4310,3003,417/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,63,,Washing of feet,Washing of feet,1061 [Washing],,washing of feet,#item-4acdc4419,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/333,4651,2989,349/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg
Volume 2,64,,Watchfullness,Watchfullness,Diligence|1363 [Watchfulness],,watchful,#item-e237c446b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/814,231,2979,574/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Water,Water,1546 [Water],,water,#item-5bb81e6fc,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,695,2971,521/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Way,Way,1007 [Way],,way,#item-27774c1da,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/822,1136,2934,464/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Broad & small way,Broad & small way,Mortifying|4887 [broad & small Way],,way broad & small,#item-2a93f5b88,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/817,1517,2948,427/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Weapons of the apostolical warfare,Weapons of the apostolical warfare,Gun|1175 [Weapons],,weapons,#item-5f871b9e0,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/821,1822,2952,559/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Weather,Weather,Prognostic|4734 [PAGE_MISSING],,weather,#item-56025d275,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/818,2260,2949,509/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Weeping,Weeping,630 [Weeping],,weeping,#item-a80c8d607,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/825,2700,2942,417/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Whoredom,Whoredom,Adultery|Baudry|Stews|571 [Fornication or Whoredom],,whoredom,#item-74d7d6014,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/801,3046,2953,537/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Wickedness,Wickedness,malignity|naughtiness|324 [Wickedness],,wickedness,#item-6129e9c82,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/812,3510,2933,517/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Widowhood,Widowhood,1615 [Widow],,widowhood,#item-1d9195d67,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/813,3956,2933,432/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Will,Will,Testamt|1226 [Nobility],,will,#item-1ef42a7f6,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/818,4293,2920,444/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,64,,Will of God,Will of God,Gods Providence|1019 [Gods Will],,will of God,#item-328fe8275,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/819,4597,2904,470/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg
Volume 2,65,,Willingness,Willingness,Unwilling|321 [Willingness],,willingness,#item-5a590c775,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/362,238,3021,435/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Wind,Wind,1316 [Laplanders]|1271 [Wind],,wind,#item-e4ac066b8,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/330,616,3056,412/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Wine,Wine,590 [artificial Wines],,wine,#item-f6c5d1c85,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/336,975,3033,422/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Winter,Winter,1088 [Winter],,winter,#item-0221ad0ac,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/348,1343,3023,334/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Wisedom,Wisedom,Prudence|1107 [Wisdom],,wisdom,#item-e42300dfe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/353,1622,3023,580/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Wish,Wish,gratulation|875 [Wish],,wish,#item-ab89b6a9f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/325,2143,3046,500/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Witchcraft,Witchcraft,1312 [Witchcraft],,witchcraft,#item-6d7b3a01f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/320,2567,3027,466/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Wolf,Wolf,1535 [Lycanthropia],,wolf,#item-3595fd35e,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/355,2969,2973,344/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Woman,Woman,459 [Wife]|1242 [Woman],,woman,#item-863a24be4,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/333,3218,3003,786/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Womans beating,Womans beating,,,women beaten,#item-53da03350,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/356,3917,2978,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Womans imperiousness,Womans imperiousness,192 [Dames governmt],,woman's imperiousness,#item-79d4c449b,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/363,4194,2979,361/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Womans wit,Womans wit,1622 [Womans Wit],,woman's wit,#item-b11b47a4f,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/360,4494,2914,321/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,65,,Womanish,Womanish,1388 [Love of Women]|1192 [Effeminate],,womanish,#item-25cdbc304,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/359,4738,2949,343/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg
Volume 2,66,,Wonder,Wonder,1423 [Wonder],,wonder,#item-f80f8eafe,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/774,217,3021,359/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/full/full/0/default.jpg
Volume 2,66,,Wonderfull things,Wonderfull things,miracle|monster|rarity,,wonderful things,#item-0d990834d,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/762,475,3003,668/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/full/full/0/default.jpg
Volume 2,66,,Wood,Wood,Timber|2113 [Wood],,wood,#item-ae92c0788,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/787,1081,2994,441/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/full/full/0/default.jpg
